,job_id,title,description,company_name
171,3690663520,Human Resources Intern (Paid),"OVERVIEWOIC of America is seeking a motivated and enthusiastic HR Intern to join our team. As an HR Intern, you will have the opportunity to gain hands-on experience and develop essential skills in the field of Human Resources. This internship is designed to provide you with a comprehensive understanding of HR functions and processes while supporting the overall HR team in various administrative and operational tasks.
RESPONSIBILITIESAssisting with job postings: Collaborate with the HR team to post job openings on various job boards and our company website.Resume screening and candidate sourcing: Review incoming resumes, screen candidates based on specified criteria, and maintain an organized database of potential candidates for future reference.Interview coordination: Schedule interviews, communicate with candidates, and arrange interview logistics such as conference rooms, video conference setups, and interview panel availability.Offer and onboarding support: Assist with drafting offer letters, coordinate the onboarding process for new hires, and ensure all necessary paperwork is completed accurately and in a timely manner.HR documentation and record-keeping: Maintain and update HR records, files, and databases, ensuring compliance with privacy and confidentiality regulations.Ad hoc HR projects: Support the HR team on various ad hoc projects.Assist with day to day HR duties event planning support and HR Information System (HRIS) updates and
Benefits of working in our Human Resources department:Developing experience working on a wide variety of HR projectsGaining exposure to a fast-paced, collaborative office environmentWorking side-by-side with a highly experienced HR professionalOrganizing and attending company meetings and events
QUALIFICATIONS & SKILLSCurrently pursuing a Bachelor’s or master’s degree in Human Recourses, Business Administration or related field.Excellent communication skills: verbal, listening, written, presentation, and interpersonal.Detail-oriented and outcome-focused.Proficient with Microsoft Office programs Word, Excel, and PowerPoint and Google Suite.Strong organizational skills and the ability to prioritize duties.Exceptional interpersonal skills and the ability to effectively manage internal and external partnerships.Ability to remain flexible and adapt quickly to changing situations.Ability to work efficiently and accurately in a fast-paced environment with multiple interruptions.Able to develop effective working relationships with diverse people, in person and virtually.Able to work effectively through virtual meetings and with colleagues working remotely.Demonstrated commitment to economic and social justice for excluded, forgotten people in America.
WORKING CONDITIONS This role operates in a professional office environment on a hybrid schedule. This role routinely relies mostly on virtual meetings to conduct business. These virtual meetings are complemented by regular in person meetings with executive leaders, staff, and partners in communities across the country.
The expected hours of the position are Monday through Friday, 9:00 a.m. – 5 p.m.
ABOUT USThe OIC workforce development network – 25 affiliates in 19 states - prepares poor people for career success. OIC’s highly successful post-secondary training model was launched by Rev. Leon Sullivan in 1964 to provide excluded African Americans and other poor people with skills to help themselves overcome barriers and achieve prosperity.
Credentialed training, targeted supports, and matching talent with employers is an effective formula for dismantling the harmful effects generational poverty, racial discrimination, and mass incarceration.
Given the enduring labor crisis and a national call to attack inequities and racial injustices, the OIC network is well-positioned to reestablish its prominent role as an agent for economic power and freedom.
The OIC network currently provides technical training, credentialed training, and job placement support for about 4000 people each year. By 2030, the OICA expects to be in 50 communities in 30 states and training 25,000 people annually, including justice involved men and women.",OIC of America Inc.
172,3690664476,Membership Manager,"Basic Function
The Membership Manager is responsible for designing and implementing the TCSR’s membership growth and retention strategy that aligns with the Association’s strategic objectives. The Membership Manager is responsible for leading the development, implementation, and evaluation of membership growth strategies, as well as day-to-day management of the membership records. Develop strong customer relationship between Association and members through support and outreach efforts. Maintain an in-depth knowledge of Association offerings to deliver programs that exceed the standards established. Enables growth goals to be achieved through new and retained memberships with high value perception.
Principal Responsibilities · Direct and manage the onboarding of new members from application to full membership status.· Manage and execute new member orientation program to ensure a superior “first impression” experience. · Ensure integrity of membership records in accordance with membership requirements of the National Association of REALTORS®.· Collaborate with bookkeeper to manage annual dues billing. Coordinate dues bill correspondence with Director of Communications.· Implements membership strategies that support recruitment of new members and retention of existing members through outreach efforts.· Develop strong customer relationship between Association and members through support and outreach efforts. Routine visits and communication are required to strengthen the Association-Member relationship.· Provide support and assistance with member benefit services.· Maintain an in-depth knowledge of Association offerings to deliver programs which exceed the standards established.· Responsible for both internal and external customer relations with all members and industry contacts which the Association interacts.· Provide quality customer service to members at levels above industry standards on a consistent basis.· Provide both direction and support to assigned Task Forces, Work Groups, or special projects to successfully reach all objectives identified.  Competencies
· Customer Service –Responds promptly to customer needs; Manages difficult or emotional customer situations; Solicits customer feedback to improve service; Responds to requests for service and assistance; Meets commitments.· Oral Communication – Speaks clearly and persuasively in positive or negative situations; Listens and gets clarification; Responds well to questions; Demonstrates group presentation skills; Participates in meetings.· Written Communication – Writes clearly and informatively; Edits work for spelling and grammar; Varies writing style to meet needs.· Quality – Demonstrates accuracy and thoroughness; Looks for ways to improve and promote quality; Applies feedback to improve performance; Monitors own work to ensure quality.· Adaptability – Adapts to and embraces change in the work environment; Manages competing demands; Changes approach or method to best fit the situation; Able to manage frequent change, delays, or unexpected events. · Initiative – Volunteers readily; Undertakes self-development activities; Seeks increased responsibilities; Looks for and takes advantage of opportunities.· Planning/Organizing – Prioritizes and plans work activities; Uses time efficiently; Plans for additional resources; Sets goals and objectives; Develops realistic action plans.· Collaboration – Demonstrates ability to work in a team environment; Asks for and offers help when needed; Applies flexibility to meet the needs of co-workers.  Qualifications
· Education/Experience – Bachelor’s degree. Minimum of three years of experience in membership or constituent management position preferred.· Demonstrated experience in growing membership/customers and strengthening membership/customer retention. · Computer Skills – Must possess knowledge of modern technology to include proficiency in Microsoft Office Suite, virtual meeting platforms, and membership database management.",Tri-County Suburban REALTORS 
173,3690664657,Accounts Payable Coordinator,"About the role: The Accounts Payable Coordinator is a member of the Corporate Accounting Team. The key function is to record and review invoices received from vendors; process payments to vendors; onboard new vendors; and research vendor invoice discrepancies.
Responsibilities: Key responsibilities and essential duties are:Post vendor invoices according to company practicesReview vendor invoices posted by others for accuracyMaintain and update vendor filesCreate and verify new vendorsProcess payments to vendors weekly by check, ACH, and wireResearch discrepancies on invoices and work with vendors to obtain missing informationCopy, file, and retrieve data for accounts payable as neededOther tasks as assigned
Essential skills required for success at MNP:Adaptable / flexibleLife-long learningCompassionCommunicationListens wellDedicationDependable / reliableProblem-solvingHumilityFollows directionsSelf-motivationIntegrityHonestyTeamworkTrust
Additional skills and/or experience required for success in the role:Associate or bachelor's degree in accounting or related fieldProficiency in communication skills both verbal and writtenExcellent customer service skills; professional and action-orientedProficient in MS Office Software including Word, OutlookIntermediate Excel skillsExperience with account reconciliationsExperience with accounting softwareMust be highly organized and detail orientedMust be self-motivated and able to work without constant supervisionPrefer 2 years of experience in automotive supply and/or manufacturingAble to pass a pre-employment, post-offer physical, drug screenAble to pass a background check",MNP Corporation
174,3690665137,Accounting Manager,"Based in Miami, Florida, LD&D is a real estate development firm dedicated to creating real value for the regions we serve. Our method marries an institutional risk management approach with cutting-edge design, allowing us to strategically develop and redevelop a portfolio of projects from end to end. We believe in the power of this approach to craft seamless, value-generating assets that both enrich established communities and breathe life into new ones.
As part of its continued expansion, our firm seeks a Project Accountant to assist with the company's growth anddevelopment of real estate projects in Wynwood, Surfside, Tampa, West Palm Beach, and Williamsburg, NY.
The ideal candidate should be well-organized, and detail oriented. They should possess a strong work ethic, be reliable,and a team player; MUST be computer literate with working knowledge of accounting software; SAGE knowledgepreferred, QUICKBOOKS and MS Office with an emphasis on Excel.
Responsibilities:
· Perform business requirements analysis for a new business regarding accounting controls and procedures according to federal, state, and local accounting and financial regulations.· Prepare asset, liability, and capital account schedules required by the business.· Set up and maintain chart of accounts, vendors, customers, and employees in the accounting system.· Obtain and review vendors and sub-contractors’ information for state and federal compliance.· Track all vendor and sub-contractor Lien Releases and NTO log.· Review and enter vendor and sub-contractor invoices into the accounting system.· Coordinate and prepare monthly lender funding according to bank lending agreement.· Prepare bank accounts reconciliations.· Generate and distribute weekly receivables reports to upper management.· Assist with the preparation of financial statements.· Assist with the audit of financial statements at year end.· Work with owner’s CPA to prepare yearly taxes.· Perform budget to actual variance analysis.· Prepare ad-hoc reports on projects as needed.
Requirements: 
· Bachelor's Degree in Accounting, Finance, or related discipline.· A minimum of 2 to 5years of project accounting experience with at least 3 in development and/or Constructionaccounting.· MUST be proficient in Excel, and be at intermediate level in accounting software packages such as SAGE,QUICKBOOKS, etc.· Must be able to analyze raw data and present it in a meaningful manner to upper management.· Strong organizational and problem-solving skills.· Must be able to multitask, work well under pressure, establish priorities, and meet deadlines.· Strong written and verbal communication skills as well as interpersonal skills. Bi-lingual (English and Spanish)preferred.· MUST possess a professional attitude.

 ",LD&D
175,3690665864,Project Manager,"ENERCON is a multi-disciplinary engineering and environmental services firm dedicated to driving efficiency and sustainability throughout energy, power, and related technology industries. Our culture is defined by our commitment to excellence and investment in our employee’s growth and development

Due to continued growth, our Nuclear Services Group is seeking a Project Manager in our Naperville, IL or Overland Park, KS, locations. In this role, you will have the opportunity to work in a diverse and innovative team to evaluate and design power systems at power generating facilities.

Responsibilities (including but not limited to):
 Manage highly complex projects.  Plan, execute, and finalize projects according to established schedule and within budget.  Understand, develop, and maintain project schedules, project management plans, project quality plans, and manage project staff to ensure project requirements are met.  Understand complex scheduling tools including earned value management and reporting processes.  Formulate / develop detailed project reports.  Foster and maintain working relations with assigned clients, act as a single point of contact for one or more assigned clients.  Manage client interactions and negotiate / control job scope to client and the company's satisfaction.  Aggressively support marketing efforts, including identification of marketing opportunities, proposal preparation and follow-up. 

Required Qualifications/ skills:
 B.S. in Engineering or equivalent from an accredited university.  7+ years of experience supporting Power Plants as Project Manager.  PMP Certification preferred. ENERCON Project Manager Certification required. If new hire into ENERCON, certification must be completed within 3 months.  Experienced in contract and non-disclosure agreement language development and review.  Ability to understand and work with budget and accounting processes.  Working knowledge of MS Word, Excel and PowerPoint.  Experience with Primavera project management software is desirable.  Experience working under a QA Program, Appendix B or NQA-1, is desirable.  Strong coordination and team building skills.  Excellent organizational, time management, strategic planning, writing, communication, decision-making, and presentation skills.  Effective communication skills with demonstrated ability to work across disciplines and teams.  Ability to travel 20-25%. 

Employment requirement:
 Ability to pass a pre-employment and random drug and alcohol screenings; ENERCON and client specific background checks; and an annual motor vehicle record (MVR) according to company and client policies 

Must be legally eligible to work in the US without current or future sponsorship.

This job posting is subject to change at any time.

Enercon Services, Inc (ENERCON) offers excellent benefits and career opportunities as part of our culture of excellence. Our people are the driving force behind our work. Together, we advance industry and drive innovation.

ENERCON does not discriminate in employment opportunities or practices based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, veteran status, or any other.

Connect with us: www.enercon.com | LinkedIn

","Enercon Services, Inc."
176,3690668153,Operations Manager (Market Manager),"Leading Associates
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Recruit, interview, hire, train and retain top talent.Provide daily support to include coaching and hands-on/ride-along training for associates.Support a culture aligned with PODS core values (Integrity, Delighting Customers, Engagement, Accountability, Support Through Teamwork).Effectively administer PODS performance management process.Responsible for reporting employee issues to Territory Manager and Regional HRBP in a timely manner; Maintain ongoing communication with Human Resources for all personnel management assistance, accident reports, disciplinary documentation, employee evaluations and personnel reporting.Identify and develop internal talent to support future career growth opportunities.Provide effective and regular communication to team members including goals, business results, opportunities for improvement and key focus areas.Ensure daily pre-shift meetings are conducted at each Storage Center.
Customers
Manage customer experience to meet or exceed PODS CSAT and DSAT goals. This will include following up and resolving any identified issues, direct customer contact, refining operational processes and implementing remedial training in an effort to delight our customers. Ensure all associates are meeting PODS expectations for brand standards (i.e. uniforms, containers, equipment) and customer interactions (i.e. prior customer notification, demonstration of equipment, container capabilities, delivery site evaluations, customer feedback solicitation).
Operational Excellence
Responsible for managing and maintaining all corporate owned assets within territory (trucks, forklifts, floor sweepers, containers etc.).Manage daily routing and ETA/JPH performance for associates. Communicate any scheduling/operational delays to Sales and Serve Center.Determine daily manpower needs based on routing of full productive days and assign work shifts based on the business needs and available HOS.Coordinate repairs as assigned by Territory Manager. If damage occurs at a customer site, ensure all paperwork and payment packets are returned from the field, coordinate access to customer containers stored in the storage center.Ensure accurate and timely completion of daily driver checklist/DDC, forklift inspection logs, and driver log books.Responsible for maintaining safe, clean, organized, functional storage centers and staging areas within territory.Ensure equipment repairs are performed safely and promptly to achieve PODS Out of Service targeted levels.Perform driver functions when the business dictates.
Regulatory/Compliance
Ensure compliance with and associate understanding of all DOT requirements including Hours of Service regulations and licensing.Ensure compliance with all OSHA regulations and state and local facility compliance ordinances.Ensure adherence to local zoning codes and permit requirements pertaining to delivery and container placement. Manage relationship with local municipalities.Ensure all deliveries meet local regulatory requirements and obtain permits or authorization as required.Participate in quarterly self-audits, identify areas of improvement and address deficiencies to achieve an overall rating of compliant or better.Responsible for adherence to internal company policies (i.e. Incident Reports, Drug Screening Policy, HR policies related to safety and compliance).
Financial Management
Manage the day-to-day operation with a focus on improved efficiency.Manage all petty cash per the PODS Petty Cash policy.Ensure refueling equipment is performed in a compliant, cost effective manner.Perform monthly parts inventory reconciliation.
Other Duties
Flexibility to travel frequently to storage centers throughout territory.May be required to perform other duties and responsibilities as assigned.
MANAGEMENT & SUPERVISORY RESPONSIBILTIES
Typically reports to Territory Manager.Job is directly responsible for managing other employees (e.g., hiring/termination and/or pay decisions, performance management). Job title example(s) of employees directly supervised: Storage Center and Delivery Driver Staff.
JOB QUALIFICATIONS: Essential Skills, Abilities and Example Behavior(s)
DELIVER EXCEPTIONAL CUSTOMER SERVICE: Able to demonstrate sensitivity to customer needs (both internal and external) and proactively address customer needs; Able to make customer satisfaction a high priorityBUILD RELATIONSHIPS: Able to use appropriate interpersonal styles and communication methods (both verbal and non-verbal); Able to show consideration for the feelings and needs of others; Able to show awareness of the impact of own behavior on others; Able to recognize when relationships are damaged and take action to improve themRESOLVE CONFLICTS: Able to bring conflict into the open and use it productively to enhance the quality of decisions; Able to arrive at constructive solutions while maintaining positive working relationships with those who disagree; Able to help others resolve disputes and reach agreementCOACH: Able to observe and track performance in order to instruct, guide, encourage, and support employees; Able to provide positive and developmental feedback on performance; Able to place emphasis on continuous improvementDEVELOP OTHERS: Able to provide a challenging and supportive climate that encourages development in the work team; Able to assess the strengths and development needs of staff; Able to actively seek and promote opportunities for the development of others; Able to take an active part in the training and ongoing development of direct reportsMOTIVATE: Able to create enthusiasm for the work and a desire to excel as an individual or as a team; Able to solicit, use, and / or build on ideas of others; Able to recognize individuals for their contributions; Able to reinforce desired behaviors
JOB QUALIFICATIONS: Education & Experience Requirements
High School diploma required; college degree preferred or a minimum of 1 years of prior management experience.Ability to apply and successfully attain CDL Class B License or higher.Must maintain a current/valid driver license from the state in which position is assigned.Must be able to obtain PODS forklift certification.Possess a valid DOT medical card.Mechanical ability essential to identify problems with equipment.
Physical Requirements
Ability to sit at a desk and use a computer for up to 8 hours a day; Ability to use hands and fingers to type on a keyboard and use a mouse to navigate.Ability to stand and walk up to 8 hours a day; Ability to stoop, bend and lift boxes weighing up to 40 lbs.Occasionally required to stand, walk and stoop, kneel, crouch, or crawl.Specific vision abilities required by this job include close vision, peripheral vision and ability to adjust focus.Regularly required to sit; Use hands to finger, handle, or feel; Reach with hands and arms and talk and hear.Ability to hear and verbally communicate using a telephone handset and/or connected headset device.
WORKING CONDITIONS
Regular business hours. Some additional hours may be required including Saturdays/Sundays.Travel requirements: Within Local Territory.Storage centers are climate controlled. Deliveries made in all weather conditions. The noise level in the work environment is moderate to high.May be subject to pre-employment criminal background check and/or drug screening as well as random drug screenings in accordance with company policy.
DISCLAIMER
The preceding job description has been designed to indicate the general nature of work performed; the level of knowledge and skills typically required; and usual working conditions of this position. It is not designed to contain, or be interpreted as, a comprehensive listing of all requirements or responsibilities that may be required by employees in this job.
Equal Opportunity, Affirmative Action Employer
PODS Enterprises, LLC is an Equal Opportunity, Affirmative Action Employer. We will not discriminate unlawfully against qualified applicants or employees with respect to any term or condition of employment based on race, color, national origin, ancestry, sex, sexual orientation, age, religion, physical or mental disability, marital status, place of birth, military service status, or other basis protected by law.
It is essential for us to work in an atmosphere of friendly cooperation; it is your responsibility to:
Ask your direct supervisor for an explanation of anything you do not understand.Attend Orientation class and any required training sessions.Read your job description and Associate Handbook; sign the required acknowledgement documents and return to HR.Ask any questions about these items as well as any information given to you at meetings and through individual or group instructions, which will assist your understanding of this position.
$27.26 - $42.26",PODS
177,3690671085,Federal Capture Manager / Proposal Writer,"Seeking a seasoned federal capture manager with experience writing Telecom & I.T. services proposals. This position is hybrid 50% remote, and 50% in the D.C. office.Experience applying for GWACs, IDIQs, and set assign contract vehicles is required as well. NASA SEWP experience is a plus.",CNS | Concise Network Solutions
178,3690671366,OT Supervisor,"Inspire is looking for a Occupational Therapty (OT) Supervisor to fill a full-time, 12-month school year position. Solid experience in pediatric service provision, highly effective peer communication skills, initiative in problem-solving, and strong time management skills define the attributes of this position.Basic Functions: The Supervising Occupational Therapist within Inspire provides organizational supervision of occupational therapy providers within preschool special education and related service programs. Expectations of this position combines professional service delivery with responsibilities for supervision, caseload management, training, and team leadership.Examples of the responsibilities of this position include, among others,1. Provide quality evaluation and therapy services for preschool children and Inspire Kids students, including compliance with IEPs and all necessary documentation; direct care assignment is typically 50% of the work week.2. Provide organizational supervision and mentoring of occupational therapy providers3. Provide and assign UDO supervision of COTAs, including completeness of paperwork; provide or assign Student Intern supervision.4. Manage occupational therapy caseloads and staffing, make hire/fire recommendations, participate in program teams and planning.Qualifications:o New York State license in good standing and current registration as an Occupational Therapist.o Minimum 5 years direct care experience in providing evaluations and intervention with children and people with developmental disabilities; supervisory experience preferred.o Strong verbal and written language skills, and demonstrated ability to work well within a teamThis is a full time school position including the six weeks summer session.We offer paid time off, health insurance and 401k.",Inspire - Orange County Cerebral Palsy Association
179,3690671407,Opportunity for Private Practice therapist,"East Lyme Psychological Associates is seeking a licensed therapist to join our busy practice. Seeking a clinician with experience with both kids and adults. Already credentialed with major insurances preferred. Independent contractor, we provide space, office staff, billing, referrals, and a weekly peer supervision group.",East Lyme Psychological Associates
180,3690673180,Retirement Plan Producer,"Retirement Plan Producer The primary role of the Retirement Plan Producer is to develop new client relationships and grow the business. This position requires a broad and deep understanding of investment management practices and 401(k) / 403(b) retirement plans. The Retirement Plan Producer actively markets to businesses with between 20 and 2000 employees. The ideal candidate will be able to operate in an autonomous and entrepreneurial environment while maintaining a sales-centered focus.Retirement Plan Producers are team players and methodical business builders with experience and expertise as trusted Producers serving the sophisticated needs of companies and institutions. The position requires an exceptional understanding of the full range of investment expertise in investment management and related products, services, and processes related to the qualified retirement plan industry.
 ResponsibilitiesDevelop leads and referrals from current clients and outside contacts; solicit requests for proposals where appropriate.Responsible for preparing and executing a business development plan.Prepare and present sales materials to prospective clients.Maintain internal contact management database and monitor frequency of client and prospect contact.Foster open communication with colleagues.Provide strategic input to the Retirement Solutions divisionResponsible for team initiatives, including participation in joint prospect and client meetings and responding to inquiries as appropriate.QualificationsBachelor's degree preferred.Minimum of five (5) years of sales, investment, and portfolio management experience required.Minimum of five (5) years of qualified retirement plan experience required.Professional designation is highly encouraged (i.e., advanced degree, CPA, CFP, QKA, QFPC, PPA®, CPFA C(k)P, AIF, etc.)Series 65 Investment Producer Representatives (IARs) license required, or equivalent. Leadership experience preferred.Strong, successful track record that consistently meets or exceeds goals.Ability to foster teamwork and motivate colleagues required.Client-centered focus with excellent strategic thinking ability and consultative skillsProficiency in Microsoft Office products (Microsoft Word, Excel, and PowerPoint) required.Demonstrated experience in effective account / relationship management required.Excellent verbal and written communication and interpersonal skills required.Enthusiastic and positive energy demeanorAbility to accommodate work outside normal business hours requiredAbility to travel as client or business needs required Tailor plan proposals and plan designs to benefit the needs of the employer and the participants by highlighting cost savings, tax benefits, and explaining investment funds and fees.Demonstrate proficiency using Salesforce.com and Microsoft Outlook to stay connected with clients, streamline processes, and organize data.
 KEY COMPETENCIES:Account managementRelationship buildingIndustry knowledge & ExpertisePresentation skillsEntrepreneurial spirit
 ESSENTIAL FUNCTIONS:Sitting/standing for extended periods of timeSufficient dexterity of hands and fingers to efficiently operate a computer keyboard, mouse, and other computer componentsAbility to converse and exchange information with all levels of staff within organizationAbility to observe, perceive, identify, and translate dataAbility to travel via air, rail, automobile, and/or busCompany ProfileHickok & Boardman Retirement Solutions is a division of Hickok & Boardman HR Intelligence and Retirement Solutions. We value the client relationships we have earned and remain committed to providing each relationship with an unmatched level of service. While we offer competitive products, services, rates, and technology, the level of service we provide and our commitment to building relationships is what sets us apart from our competitors.  This is a remote \ hybrid position with requirements to travel extensively in the sales region.",
181,3690673578,Senior Electronic Design Engineer - Power Systems,"Kitchenery’s mission is to create innovative and user-friendly kitchen appliances, tools, and software that bring efficiency, connectivity, and excitement to the everyday cooking experience.
We are a fast-growing company looking for talented and mission-driven individuals to join our dynamic team and help us make an impact in the world of smart kitchens.
Location: Tampa, Florida, United States (Hybrid)
We are seeking a skilled Senior Electronic Design Engineer to join our dynamic and fast-growing company.
As a Senior Electronic Design Engineer, you will play a key role in developing cutting-edge wireless power transfer technology, smart connectivity, and IoT solutions for kitchen appliance manufacturers. This is an exciting opportunity to be part of a start-up in its early stages with tremendous growth potential.
ResponsibilitiesDesign and develop electronic systems for wireless power transfer, integrating smart connectivity and IoT capabilities.
Collaborate with cross-functional teams to ensure seamless integration of firmware and hardware components.
Perform real-time power control and management for medium-high power systems (0 to 2kW) and implement effective thermal management solutions.
Conduct thorough testing and validation of electronic equipment during the development phase.
Design electronic circuits, including schematic and PCB layout.
Assemble and test prototypes of electronic systems.
Define test cases to ensure proper functionality and performance.
Program microcontrollers from the ESP32 family to control the system.
Demonstrate advanced knowledge of IoT systems, enabling seamless connectivity and data exchange between appliances and user interfaces.
QualificationsExperience in product commercialization: Taking a product from the prototype stage to mass manufacturing.
Bachelor's or Master's degree in Electrical Engineering, Electronics, or a related field. 
Minimum of 5 years of experience in electronic design, specifically in the development of medium-low power systems for the consumer electronics market. 
Proficiency in using CAD tools for PCB design, such as Altium Designer, Eagle, or KiCAD. Basic to intermediate knowledge of Bluetooth Low Energy protocol. 
Solid experience in power control techniques for electronic systems within the specified power range. Experience in managing thermal aspects of electronic systems within the specified power range. 
Familiarity with firmware and hardware integration, ensuring smooth operation and functionality. 
Proven experience in testing and validating electronic equipment during the development phase. 
Strong problem-solving skills and adaptability to work in a fast-paced, innovative start-up environment. 

If you are passionate about developing new technologies, thrive in a start-up environment, and are eager to revolutionize the kitchen appliance industry, we would love to hear from you. Join Kitchenery and be part of our journey to redefine the way we cook and power our kitchens. 
To apply, please send your resume and a cover letter to power@kitchenery.us, indicating ""Senior Electronic Design Engineer - Power Systems and IoT"" in the subject line.
﻿",Kitchenery - Techstars
182,3690674396,Litigation Associate,"K&S is currently looking for an exceptional mid-level litigation associate who is a solid legal writer and who has substantial experience drafting legal briefs in connection with dispositive and discovery motions and conducting legal research on complex and sophisticated issues; can operate independently; and can think critically when presented with complicated and novel legal issues and come up solutions. The ideal candidate will have experience in federal court and experience with investor-related lawsuits, securities litigation, insurance recovery and/or class actions. Interest in crypto a plus. Experience working at a boutique to mid-size firm and a demonstrated commitment to pro bono a plus; this is a position at a small and growing modern firm, where everyone pulls up their sleeves and has a can-do attitude. While busy, it is a collegial work environment where willingness to work and learn is valued. This is a great opportunity for someone who enjoys getting involved in a business at an early and growing stage. NY Bar required; NJ Bar a plus. Compensation commensurate with experience.",Kim & Serritella LLP
183,3690679726,Associate Attorney,"AV-rated downtown Tampa law firm is seeking an energetic Associate with 1 to 3 years 1st Party Insurance Defense experience required. Strong drafting skills and attention to detail. Florida Bar member in good standing. Excellent benefit package paid for by the firm to include PTO and the following:
Health, dental, STD, LTD, group life - after 30 days of employment. Paid parking starting on first day.
After 1 year, employee is eligible to participate in 401k plan. No match at this time.  Professional liability insurance, CLE, & Bar dues paid by the firm.
As an employee of the firm, there is a fitness center in the building that employees are eligible to use without any cost.
While we encourage our attorneys to have a regular presence in the office to promote collegiality and our firm culture, remote work options are available Salary commensurate with experience and relocation package available.
Submit resume to sscheiner@saxongilmore.com.",
184,3690689188,Finance and Grants Manager,"General Information:This position offers the opportunity to support the missions of Alliance for Living. The Finance and Grants Manager plays a critical role as part of the AFL team that provides financial and human resource services. Primary responsibilities will include broad customer service coordination, budget preparation, payroll, grants management, grants reporting, and accounting services.
General Description of Activities:Client RelationsServe as primary contact for multiple project staff; provide financial analysis, management support and guidance.Communicate regularly with Grant Funders and provide a high level of customer service around short- and long-term fiscal management.
Grants ManagementSupport projects’ funding proposals: assist with budgets, review proposals, provide supporting documents.Ensure complete documentation of funding awards.Work with project directors to comply with funder’s terms and conditions, manage deliverables, monitor spending, request amendments, and plan spend-out.Prepares all grant reporting and maintains the Billing and Budget Review Schedule.
Financial ManagementSupport budget creation, budget projections and analysis of expenses as needed.Review Cost Allocation Plan to ensure correct charges to various grants and funds.Process bi-weekly payroll using ADP Workforce Now.Review salaries being allocated to projects and adjust to ensure correct allocation. Adjust leave accruals as needed.Prepare, review, and distribute monthly reports, funder reports and others. Document and address issues requiring attention and/or further discussion.Analyze and monitor projects’ fund, cash balances, and keep project and AFL team informed of status, issues.Supervises Financial Specialist to ensure timely and accurate processing of payables, deposits, and billings.Works with auditors to ensure timely audit completion.Perform other duties as required.
Qualifications:BA/BS degree in business, nonprofit fiscal management or accounting preferred; five or more years of experience managing grants and nonprofit finances required.Sophisticated nonprofit fund and federal grant accounting and management strongly preferred.Budgeting experience required.Demonstrated skill in providing a high level of service to multiple customers, ideally in a nonprofit context, required.Proficiency with ADP WorkForceNow and Quickbooks accounting software, spreadsheets and data management systems required.Proficiency with Excel and Word.Experience working as part of a team delivering coordinated services highly desirable.Excellent communication and critical thinking skills.Ability to pay close and accurate attention to details.Ability to juggle multiple tasks and priorities.Ability to work in a fast paced, multi-cultural environment.Commitment to the mission of AFL.Must have own transportation, valid driver’s license, and insurance.
Resume and cover letter can be sent directly to the CEO: kthompson@allianceforliving.org


",Alliance for Living
185,3690692186,Seasonal Payroll/Data Entry Clerk,"Universal Screen Arts' specialty is marketing gifts, books, jewelry, home décor, and much more direct to the consumer through our catalogs, websites and social media. This results in a massive holiday rush and hundreds of seasonal jobs to be filled in our warehouse operations very soon! We are looking for a Team Member who is enthusiastic and dynamic to help meet our HRIS needs during this time. 
This position will be responsible for updating multiple HR systems with a high volume of employment status changes, including new hires, rehires, transfers, and terminations. Additional responsibilities include weekly review and update of time cards, processing of internal and temporary payroll, and attendance tracking and reporting. 
This position is seasonal in nature. We are looking for the right candidate to start in August with an anticipated end to the assignment in mid-January, 2024. 
Requirements:Experience in high volume data entryAccuracy and attention to detailExceptional communication skillsCreative problem solving skillsA Professional and Positive attitudeAbility to multi-task and adjust to frequently changing prioritiesExperience in payroll processing and HRIS systems preferredHighly organizedEffectively interact with people at all levelsThe ability to work independentlyExperience in Microsoft Excel and Outlook
Apply today for immediate consideration!","Universal Screen Arts, Inc."
186,3690697852,Manufacturers' Outside Sales Representative,"DH Sales Company is a growing Manufacturers’ Representative Agency (Packaging and other Associated Consumable products) with Grade A lines looking to hire an experienced Outside Sales Representative. This is a great opportunity for a hardworking entrepreneurial salesperson looking to build a book of business and continue to service established relationships. Responsibilities will include but are not limited to: prospecting and market review, sales, client calling, client presentations, deal review, negotiation, closing, and management reporting. Travel is required throughout the United States. Base salary plus no-cap commission plan.
The ideal candidate will have a proven track record, be able to prospect and generate new commercial business as well as perform cold-calls in the field to generate new permanent sales. This candidate will be self-reliant, hard-working, and able to problem-solve. This candidate should be able to support existing clients and have the ability to conduct product demonstrations.  ResponsibilitiesIdentify leads, manage prospects, and acquire new businessService existing clientsEffectively demonstrate product lineMeet established goals for territory development and sales quotas
QualificationsBachelor's degree 4+ years' experience in proven sales success, preferably in an outside sales roleMust have the ability to work from a home office and be self-reliantExcellent written and oral communication skillsProfessional and personal maturity (e.g., the ability to internalize feedback to improve performance, and the ability to stay calm under pressure)Solutions-oriented with a problem-solving ability (e.g., resolve routine issues without unnecessary escalation, develop solutions to calendar conflicts/travel itineraries)Strong presentation, negotiation, and closing skillsSelf-motivated and able to work independently to meet or exceed goalsEmployment TypeFull-time",
